NB,H_BS,H_PRODUCT,HS_UPI,H_DVCS,TP_STATUS2,CANADA,CANADIAN_DERIVATIVE_STATUS,CLEARING_THRESHOLD_EXEEDED
134378179,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378180,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378181,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378182,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378190,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378195,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378196,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378197,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378198,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378199,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378200,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378201,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378202,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378203,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378204,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378205,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378206,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378207,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134378700,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,N,Y,
134451980,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,MKT_OP,,Y,
134451992,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134452003,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134452038,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,N,Y,
134452116,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,C                                                 ,MKT_OP,,Y,
134452117,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,C                                                 ,LIVE,,Y,
134452118,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,C                                                 ,LIVE,,Y,
134452228,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,N,N,Y
134452230,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,N,N,Y
134452234,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,N,N,Y
134452236,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,N,N,Y
134454079,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,LIVE,,Y,
134454585,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,LIVE,,Y,
134455387,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134455401,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134455412,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134455423,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134456387,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,LIVE,,Y,
134456391,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,LIVE,,Y,
134456405,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,LIVE,,Y,
134456407,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,LIVE,,Y,
134457009,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
134457198,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,N,Y,
134457756,S,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,Y,Y,
134459994,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,N,Y,
134462276,B,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,MKT_OP,Y,Y,
134462277,S,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,Y,Y,
134464610,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,Y,Y,
134464631,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,Y,Y,
134465190,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134465972,S,EQD_RTRN_SWAP,Equity:Swap:PriceReturnBasicPerformance:SingleIndex,,MKT_OP,Y,Y,
134537640,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,C                                                 ,MKT_OP,Y,Y,
134538854,B,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134538869,B,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134540553,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
134540772,S,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,,,
134540985,B,IRD_CS,InterestRate:Exotic,D                                                 ,MKT_OP,N,N,Y
134542597,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
134543189,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543200,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543211,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543222,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543233,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543245,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543258,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543269,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543286,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543300,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543314,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543327,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543339,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543350,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543361,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543373,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543386,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543397,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543408,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543420,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134543431,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134546169,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546170,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546171,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546172,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546173,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546174,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546175,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546176,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546177,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546178,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546179,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546180,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546181,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546182,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546183,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546184,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546185,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546186,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546187,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546188,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546190,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546191,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546192,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546195,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546198,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546200,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546201,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546202,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546204,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546205,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546206,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546208,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546209,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546210,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546211,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134546212,B,CRD_CDS,Credit:SingleName:Corporate:NorthAmericanCorporate,,LIVE,,N,
134548227,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134548238,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134548249,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134548260,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134548687,S,COM_SWAP,Commodity:Metals:Precious:Swap:Cash,,MKT_OP,,Y,
134548689,S,COM_SWAP,Commodity:Metals:Precious:Swap:Cash,,MKT_OP,,Y,
134548704,B,COM_SWAP,Commodity:Metals:Precious:Swap:Cash,,MKT_OP,,Y,
134548710,B,COM_SWAP,Commodity:Metals:Precious:Swap:Cash,,MKT_OP,,Y,
134621792,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,N,Y,
134622894,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,N,Y,
134624624,B,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,,N,
134626855,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
134627065,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
134631087,B,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,,N,
134632807,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
134632972,S,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
134710796,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,MKT_OP,N,Y,
134710797,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,MKT_OP,N,Y,
134710798,S,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,MKT_OP,N,Y,
134713106,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134713107,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134713108,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134715119,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,N,Y,
134715179,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,N,Y,
134715214,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,N,Y,
134715236,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,N,Y,
134715341,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,N,Y,
134717738,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,,N,
134719013,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
134719805,S,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,N,Y,
134719806,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,N,Y,
134719808,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,N,Y,
134720351,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,MKT_OP,N,Y,
134720353,S,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,MKT_OP,N,Y,
134720354,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,MKT_OP,N,Y,
134721222,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,N,Y,
134721223,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,N,Y,
134721224,S,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,N,Y,
134722342,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,,Y,
134725750,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,,Y,
134726715,S,EQD_RTRN_SWAP,Equity:Swap:PriceReturnBasicPerformance:SingleIndex,,MKT_OP,Y,Y,
134798267,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
134798331,B,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134798369,B,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134798519,B,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
134798587,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134809254,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
134809256,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
134809258,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
134809260,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
134809262,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
134809264,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
134809266,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
134812553,S,IRD_CF,InterestRate:CapFloor,C                                                 ,MKT_OP,Y,Y,
134826845,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
134826848,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
134826857,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
134827598,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,LIVE,,Y,
134827607,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,LIVE,,Y,
134827621,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,LIVE,,Y,
134827622,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,LIVE,,Y,
134828314,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
134828380,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
134903267,S,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,N,N,Y
134903361,S,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,N,N,Y
134904900,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,N,Y,
134904901,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,N,Y,
134904902,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,N,N,N
134904988,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
134908184,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908187,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908188,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908189,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908190,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908191,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908192,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908193,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908194,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908195,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908196,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908197,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908198,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908199,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908200,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908201,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908202,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908203,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908204,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908205,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,,Y,
134908206,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908207,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908208,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908209,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908210,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908211,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908212,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908213,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908214,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908215,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908217,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908218,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,,Y,
134908614,S,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,,Y,
134908615,S,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,,Y,
134908616,S,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,,Y,
134908903,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,Y,Y,
134908908,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,Y,Y,
134908910,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,Y,Y,
134908911,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,Y,Y,
134908919,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,Y,Y,
134908920,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,Y,Y,
134908921,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,Y,Y,
134908922,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,Y,Y,
134911234,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,,Y,
134997928,B,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,N,Y,
134997954,B,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,N,Y,
135075888,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
135077388,B,IRD_CS,InterestRate exotic,D                                                 ,MKT_OP,N,N,Y
135083951,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleName,C                                                 ,MKT_OP,,Y,
135083952,S,EQD_OPT_OTC,Equity:Option:PriceReturnBasicPerformance:SingleName,C                                                 ,LIVE,,Y,
135083960,S,EQD_OPT_OTC,Equity:Option:PriceReturnBasicPerformance:SingleName,C                                                 ,LIVE,,Y,
135083961,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleName,C                                                 ,MKT_OP,,Y,
135160196,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,N,Y,
135161683,B,IRD_CS,InterestRate Exotic,D                                                 ,MKT_OP,N,N,Y
135245606,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
135245615,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,,Y,
135247866,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
135248435,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,N,Y,
135326007,S,EQD_OPT_OTC,Equity:Option:PriceReturnBasicPerformance:SingleName,C                                                 ,LIVE,,Y,
135326008,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleName,C                                                 ,MKT_OP,,Y,
135333076,B,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,,Y,
135334759,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,MKT_OP,Y,Y,
135334770,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
135334781,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
135334792,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
135334803,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
135334814,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
135334825,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
135334836,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
135337724,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,,Y,
135338983,B,IRD_CF,InterestRate:CapFloor,C                                                 ,MKT_OP,,Y,
135342903,S,EQD_RTRN_SWAP,Equity:Swap:PriceReturnBasicPerformance:SingleIndex,,MKT_OP,Y,Y,
135414264,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
135415163,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
135415940,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
135415952,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
135415963,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
135415974,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
135415985,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
135416672,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
135416755,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
135416867,B,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
135416978,B,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
135419844,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,Y,Y,
135419846,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,Y,Y,
135419850,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,Y,Y,
135419853,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,Y,Y,
135419872,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,Y,Y,
135419873,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,Y,Y,
135419875,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,D                                                 ,LIVE,Y,Y,
