NB,H_BS,H_PRODUCT,HS_UPI,H_DVCS,TP_STATUS2,CANADA,CANADIAN_DERIVATIVE_STATUS,CLEARING_THRESHOLD_EXEEDED
36230941,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233148,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233214,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233307,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233308,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233310,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,MKT_OP,Y,Y,
36233312,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233313,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233321,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,MKT_OP,Y,Y,
36233322,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,MKT_OP,Y,Y,
36233328,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233329,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233332,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233333,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233345,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,MKT_OP,Y,Y,
36233350,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36233359,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
36262462,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36265793,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
36266374,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36266568,B,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,Y,Y,
36266665,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36268321,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
36268470,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
36268533,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
36268583,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
36268839,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36269024,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36269165,B,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,N,N,N
36269229,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36269319,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36269569,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36269627,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36269779,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36269880,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36270165,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36270378,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36270635,B,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,N,N,N
36270770,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36270776,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36270897,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36270980,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36271031,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36271054,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36271088,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36271371,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36271504,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,N,Y,
36271762,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36272051,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36272348,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36272447,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36272532,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36272573,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36272644,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36272927,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36272933,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36272940,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36273524,S,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36273706,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36274641,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36274987,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36275085,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36275125,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36276065,B,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,N,Y,
36276100,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
36276469,S,IRD_CF,InterestRate:CapFloor,C                                                 ,MKT_OP,,N,
36277199,S,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,N,N,Y
38795872,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
39611016,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
39810590,S,IRD_IRS,InterestRate:IRSwap:FixedFixed,,LIVE,Y,Y,
39810591,S,IRD_IRS,InterestRate:IRSwap:FixedFixed,,LIVE,Y,Y,
39810592,S,IRD_IRS,InterestRate:IRSwap:FixedFixed,,LIVE,Y,Y,
39810602,S,IRD_IRS,InterestRate:IRSwap:FixedFixed,,LIVE,N,Y,
39810613,S,IRD_IRS,InterestRate:IRSwap:FixedFixed,,LIVE,Y,Y,
39810645,S,IRD_IRS,InterestRate:IRSwap:FixedFixed,,LIVE,Y,Y,
39844679,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
40712650,S,IRD_IRS,InterestRate:IRSwap:FixedFixed,,LIVE,Y,Y,
40746791,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
40790776,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
40796670,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
40796715,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
40886430,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
41664287,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
41664288,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
43044644,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
43440241,S,IRD_IRS,InterestRate:IRSwap:FixedFixed,,LIVE,Y,Y,
43697161,B,IRD_IRS,InterestRate:IRSwap:Basis,,MKT_OP,,N,N
43699274,B,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,,,
43783105,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783106,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783140,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783141,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783156,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783157,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783179,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783180,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783183,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783198,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
43783363,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783421,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783423,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783424,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783499,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783537,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783666,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783667,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783668,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783669,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783670,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783671,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783673,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783674,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783711,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783712,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783713,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783727,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783728,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783729,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783730,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783777,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
43783781,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783784,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783785,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783787,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783791,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783796,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783797,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783798,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783799,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783802,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783803,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783804,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783852,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783854,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43783865,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784105,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784106,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784107,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784108,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784110,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784119,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784120,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784122,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784131,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784148,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784170,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784171,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784173,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784180,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784181,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43784182,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785691,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785694,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
43785700,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
43785701,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
43785703,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785717,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785729,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785730,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785777,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785816,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785844,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785907,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785909,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785925,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785926,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785927,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43785928,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43786173,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43786175,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43786177,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43786179,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43786180,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43786182,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43788843,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
43788850,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
43789019,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43789023,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43827757,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43827764,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43827765,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43827766,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43827767,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43827772,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43827774,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43827780,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831120,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831121,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831122,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831123,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831126,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831128,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831129,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831133,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831135,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831136,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831148,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43831841,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43832007,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
43832014,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43832593,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43832604,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43833400,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
43961970,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
44208169,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44208179,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210199,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210201,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210202,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210203,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210204,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210205,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210206,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210243,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210244,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210245,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210247,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210251,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210252,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210253,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210257,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210258,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210259,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210260,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210261,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44210262,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
44837791,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
45729247,S,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,N,Y,
45866663,B,IRD_IRS,InterestRate:IRSwap:FixedFloat,,MKT_OP,,Y,
46364998,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46365132,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46365182,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46365256,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46365280,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46365284,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46365293,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46365678,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46365691,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46365704,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46366007,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46366277,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46366297,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46367216,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
46454028,S,IRD_IRS,InterestRate:IRSwap:FixedFixed,,LIVE,Y,Y,
46583185,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,,Y,
46716514,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
47078722,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,N,Y,
47313996,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47314027,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47314037,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47314060,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47314069,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47314084,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47314095,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47314114,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47314132,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47314150,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47314165,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,MKT_OP,,Y,
47314286,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47360504,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,LIVE,,Y,
47587041,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587051,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587053,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587055,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587056,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587057,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587059,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587061,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587064,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587065,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587093,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587095,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587097,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587099,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587102,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587106,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587107,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587108,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587109,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587117,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
47587119,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
48580378,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,MKT_OP,,Y,
49199221,S,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
49582276,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
49820408,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
50301256,B,IRD_TRS,Credit:TotalReturnSwap,,MKT_OP,Y,Y,
51370596,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
51488211,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
51549530,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
51549565,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
51600824,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
51607627,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
51658062,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
51720452,S,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,MKT_OP,Y,Y,
51723096,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
52263339,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
52319691,S,EQD_OPT_ASI,Equity:Option:PriceReturnBasicPerformance:SingleIndex,C                                                 ,MKT_OP,,Y,
52703798,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
52715891,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
53289116,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
53455723,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
53504499,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
53504531,B,IRD_CS,InterestRate:CrossCurrency:FixedFixed,,LIVE,Y,Y,
